sample_id,target_tool_call_id,target_tool_call_str,target_no_tool_id,target_no_tool_str,query_tool_path__step_1__node,query_tool_path__step_1__ratio,query_tool_path__step_1__top1,query_tool_path__step_1__boundary_flip,query_tool_path__step_2__node,query_tool_path__step_2__ratio,query_tool_path__step_2__top1,query_tool_path__step_2__boundary_flip,query_tool_path__step_3__node,query_tool_path__step_3__ratio,query_tool_path__step_3__top1,query_tool_path__step_3__boundary_flip,query_tool_path__step_4__node,query_tool_path__step_4__ratio,query_tool_path__step_4__top1,query_tool_path__step_4__boundary_flip,schema_tool_path__step_1__node,schema_tool_path__step_1__ratio,schema_tool_path__step_1__top1,schema_tool_path__step_1__boundary_flip,schema_tool_path__step_2__node,schema_tool_path__step_2__ratio,schema_tool_path__step_2__top1,schema_tool_path__step_2__boundary_flip,no_tool_path__step_1__node,no_tool_path__step_1__ratio,no_tool_path__step_1__top1,no_tool_path__step_1__boundary_flip,no_tool_path__step_2__node,no_tool_path__step_2__ratio,no_tool_path__step_2__top1,no_tool_path__step_2__boundary_flip,no_tool_path__step_3__node,no_tool_path__step_3__ratio,no_tool_path__step_3__top1,no_tool_path__step_3__boundary_flip
mbpp_python_4,151657,<tool_call>,40,I,L2H14,0.10967741935483871,False,False,MLP11,-0.4064516129032258,False,False,MLP16,0.2903225806451613,False,False,L24H6,0.5741935483870968,False,False,L21H12,0.6612903225806451,False,False,MLP27,0.9032258064516129,False,True,L16H4,0.06538461538461539,False,False,MLP17,0.25769230769230766,False,False,L23H6,0.6403846153846153,True,False
apps_python_5,151657,<tool_call>,40,I,L2H14,0.21637426900584794,False,False,MLP11,0.4093567251461988,False,False,MLP16,0.49415204678362573,False,False,L24H6,0.6929824561403509,False,False,L21H12,0.4093567251461988,False,False,MLP27,0.8245614035087719,False,False,L16H4,0.18857142857142858,False,False,MLP17,0.77,True,True,L23H6,0.915,True,True
codecontests_cpp_5,151657,<tool_call>,40,I,L2H14,-0.02702702702702703,False,False,MLP11,0.28716216216216217,False,False,MLP16,0.6182432432432432,False,False,L24H6,0.8454391891891891,False,False,L21H12,0.6503378378378378,False,False,MLP27,0.9138513513513513,True,True,L16H4,0.20600858369098712,False,False,MLP17,0.5171673819742489,False,False,L23H6,0.6974248927038627,False,False
codecontests_java_5,151657,<tool_call>,40,I,L2H14,0.16015625,False,False,MLP11,0.857421875,False,False,MLP16,0.8232421875,False,False,L24H6,0.954833984375,True,True,L21H12,0.748046875,False,False,MLP27,0.995941162109375,True,True,L16H4,0.3374485596707819,False,False,MLP17,0.565843621399177,False,False,L23H6,0.7911522633744856,True,False
codecontests_cpp_6,151657,<tool_call>,40,I,L2H14,-0.648936170212766,False,False,MLP11,-0.44680851063829785,False,False,MLP16,0.0,False,False,L24H6,0.5106382978723404,False,False,L21H12,0.8164893617021277,True,True,MLP27,0.9684175531914894,True,True,L16H4,0.16055045871559634,False,False,MLP17,0.6422018348623854,False,False,L23H6,0.7844036697247706,False,False
codecontests_java_6,151657,<tool_call>,40,I,L2H14,0.012987012987012988,False,False,MLP11,0.4448051948051948,False,False,MLP16,0.35064935064935066,False,False,L24H6,0.7288961038961039,False,False,L21H12,0.7775974025974026,False,False,MLP27,0.9830560064935064,True,True,L16H4,0.6134259259259259,False,False,MLP17,0.7384259259259259,False,False,L23H6,0.9103009259259259,True,True
codecontests_java_7,151657,<tool_call>,40,I,L2H14,0.14705882352941177,False,False,MLP11,0.5759803921568627,False,False,MLP16,0.7438725490196079,False,False,L24H6,0.9080882352941176,True,True,L21H12,0.8308823529411765,False,False,MLP27,0.9855238970588235,True,True,L16H4,0.12598425196850394,False,False,MLP17,0.5787401574803149,False,False,L23H6,0.7893700787401575,False,False
apps_python_8,151657,<tool_call>,40,I,L2H14,0.11004784688995216,False,False,MLP11,0.24401913875598086,False,False,MLP16,0.47129186602870815,False,False,L24H6,0.7021531100478469,False,False,L21H12,0.7272727272727273,False,False,MLP27,0.8349282296650717,False,True,L16H4,0.30569948186528495,False,False,MLP17,0.7085492227979274,False,False,L23H6,0.8769430051813472,True,True
apps_python_9,151657,<tool_call>,40,I,L2H14,-0.33649289099526064,False,False,MLP11,0.009478672985781991,False,False,MLP16,0.44786729857819907,False,False,L24H6,0.6872037914691943,False,False,L21H12,0.590047393364929,False,False,MLP27,0.9170616113744076,True,True,L16H4,0.19689119170984457,False,False,MLP17,0.5569948186528497,False,False,L23H6,0.7642487046632125,False,False
codecontests_cpp_9,151657,<tool_call>,40,I,L2H14,0.22522522522522523,False,False,MLP11,-0.2882882882882883,False,False,MLP16,0.20270270270270271,False,False,L24H6,0.5675675675675675,False,False,L21H12,0.8513513513513513,True,True,MLP27,0.9566441441441441,True,True,L16H4,0.22169811320754718,False,False,MLP17,0.43160377358490565,False,False,L23H6,0.6886792452830188,False,False
codecontests_java_9,151657,<tool_call>,40,I,L2H14,0.1564625850340136,False,False,MLP11,0.5068027210884354,False,False,MLP16,0.6258503401360545,False,False,L24H6,0.8188775510204082,False,False,L21H12,0.8112244897959183,False,False,MLP27,0.9572704081632653,True,True,L16H4,0.3345070422535211,False,False,MLP17,0.7447183098591549,False,False,L23H6,0.9018485915492958,True,True
apps_python_10,151657,<tool_call>,40,I,L2H14,0.05813953488372093,False,False,MLP11,0.5271317829457365,False,False,MLP16,0.8517441860465116,True,True,L24H6,0.9273255813953488,True,True,L21H12,0.6705426356589147,False,False,MLP27,0.9788032945736435,True,True,L16H4,0.19662921348314608,False,False,MLP17,0.300561797752809,False,False,L23H6,0.47191011235955055,False,False
codecontests_cpp_11,151657,<tool_call>,40,I,L2H14,0.1791907514450867,False,False,MLP11,0.6994219653179191,False,False,MLP16,0.8663294797687862,True,True,L24H6,0.9183526011560693,True,True,L21H12,0.7514450867052023,False,False,MLP27,0.9216040462427746,True,True,L16H4,0.07407407407407407,False,False,MLP17,0.38425925925925924,False,False,L23H6,0.5625,False,False
codecontests_java_11,151657,<tool_call>,40,I,L2H14,0.14903846153846154,False,False,MLP11,0.4182692307692308,False,False,MLP16,0.40384615384615385,False,False,L24H6,0.734375,False,False,L21H12,0.7596153846153846,False,False,MLP27,0.9182692307692307,False,True,L16H4,0.14473684210526316,False,False,MLP17,0.3848684210526316,False,False,L23H6,0.7631578947368421,True,True
humaneval_python_11,151657,<tool_call>,40,I,L2H14,0.27741935483870966,False,False,MLP11,0.03870967741935484,False,False,MLP16,0.667741935483871,False,False,L24H6,0.7991935483870968,False,False,L21H12,0.4612903225806452,False,False,MLP27,0.7129032258064516,False,False,L16H4,0.029940119760479042,False,False,MLP17,0.6766467065868264,True,False,L23H6,0.8353293413173652,True,True
mbpp_python_11,151657,<tool_call>,40,I,L2H14,-0.13131313131313133,False,False,MLP11,0.29292929292929293,False,False,MLP16,0.41414141414141414,False,False,L24H6,0.5959595959595959,False,False,L21H12,0.29292929292929293,False,False,MLP27,0.8169191919191919,False,False,L16H4,0.1712962962962963,False,False,MLP17,0.7048611111111112,True,False,L23H6,0.8506944444444444,True,True
codecontests_cpp_12,151657,<tool_call>,40,I,L2H14,0.007042253521126761,False,False,MLP11,0.014084507042253521,False,False,MLP16,0.41901408450704225,False,False,L24H6,0.7341549295774648,False,False,L21H12,0.8107394366197183,True,True,MLP27,0.961487676056338,True,True,L16H4,0.17307692307692307,False,False,MLP17,0.3685897435897436,False,False,L23H6,0.5801282051282052,False,False
codecontests_java_12,151657,<tool_call>,40,I,L2H14,0.04054054054054054,False,False,MLP11,0.3918918918918919,False,False,MLP16,0.6131756756756757,False,False,L24H6,0.8378378378378378,False,False,L21H12,0.9336993243243243,True,True,MLP27,0.9970835092905406,True,True,L16H4,0.2727272727272727,False,False,MLP17,0.5202020202020202,False,False,L23H6,0.7411616161616161,False,False
apps_python_13,151657,<tool_call>,40,I,L2H14,0.09583333333333334,False,False,MLP11,0.32083333333333336,False,False,MLP16,0.7208333333333333,False,False,L24H6,0.8385416666666666,False,False,L21H12,0.60625,False,False,MLP27,0.8869791666666667,True,True,L16H4,0.13656387665198239,False,False,MLP17,0.6674008810572687,False,False,L23H6,0.8138766519823789,True,False
codecontests_java_13,151657,<tool_call>,40,I,L2H14,0.12704918032786885,False,False,MLP11,0.798155737704918,False,False,MLP16,0.7131147540983607,False,False,L24H6,0.961577868852459,True,True,L21H12,0.8165983606557377,False,False,MLP27,0.9962378329918032,True,True,L16H4,0.3051948051948052,False,False,MLP17,0.4253246753246753,False,False,L23H6,0.6266233766233766,False,False
apps_python_14,151657,<tool_call>,40,I,L2H14,-0.1956521739130435,False,False,MLP11,-0.5362318840579711,False,False,MLP16,0.18840579710144928,False,False,L24H6,0.5398550724637681,False,False,L21H12,0.6340579710144928,False,False,MLP27,0.8922101449275363,True,True,L16H4,0.039473684210526314,False,False,MLP17,0.31140350877192985,False,False,L23H6,0.5789473684210527,False,False
codecontests_cpp_14,151657,<tool_call>,785,The,L2H14,0.2717391304347826,False,False,MLP11,0.3804347826086957,False,False,MLP16,0.6725543478260869,False,False,L24H6,0.8627717391304348,True,False,L21H12,0.6711956521739131,False,False,MLP27,0.9453125,True,True,L16H4,0.2317596566523605,False,False,MLP17,0.7167381974248928,False,False,L23H6,0.8760729613733905,False,True
codecontests_java_14,151657,<tool_call>,40,I,L2H14,0.015384615384615385,False,False,MLP11,0.6288461538461538,False,False,MLP16,0.7403846153846154,False,False,L24H6,0.9293269230769231,True,True,L21H12,0.8173076923076923,False,False,MLP27,0.9871995192307692,True,True,L16H4,0.10828025477707007,False,False,MLP17,0.6098726114649682,False,False,L23H6,0.7914012738853503,False,False
codecontests_cpp_15,151657,<tool_call>,40,I,L2H14,-0.02072538860103627,False,False,MLP11,0.17616580310880828,False,False,MLP16,0.24352331606217617,False,False,L24H6,0.6088082901554405,False,False,L21H12,0.5854922279792746,False,False,MLP27,0.8685233160621761,False,False,L16H4,-0.006024096385542169,False,False,MLP17,0.6295180722891566,True,False,L23H6,0.8012048192771084,True,True
codecontests_java_15,151657,<tool_call>,40,I,L2H14,-0.0072992700729927005,False,False,MLP11,0.5182481751824818,False,False,MLP16,0.5036496350364964,False,False,L24H6,0.8722627737226277,False,False,L21H12,0.9333941605839416,True,True,MLP27,0.9989093864051095,True,True,L16H4,0.2205128205128205,False,False,MLP17,0.4128205128205128,False,False,L23H6,0.6512820512820513,False,False
apps_python_16,151657,<tool_call>,40,I,L2H14,-0.014598540145985401,False,False,MLP11,0.21532846715328466,False,False,MLP16,0.5328467153284672,False,False,L24H6,0.7153284671532847,False,False,L21H12,0.4781021897810219,False,False,MLP27,0.8841240875912408,False,True,L16H4,0.2893081761006289,False,False,MLP17,0.7437106918238994,True,True,L23H6,0.8537735849056604,True,True
codecontests_cpp_16,151657,<tool_call>,40,I,L2H14,0.10256410256410256,False,False,MLP11,0.49786324786324787,False,False,MLP16,0.7702991452991453,False,False,L24H6,0.9022435897435898,True,True,L21H12,0.6538461538461539,False,False,MLP27,0.9278846153846154,True,True,L16H4,0.24293785310734464,False,False,MLP17,0.807909604519774,True,True,L23H6,0.8990112994350282,True,True
codecontests_java_16,151657,<tool_call>,40,I,L2H14,-0.03007518796992481,False,False,MLP11,0.8054511278195489,False,False,MLP16,0.7199248120300752,False,False,L24H6,0.8505639097744361,False,False,L21H12,0.6710526315789473,False,False,MLP27,0.9602913533834586,True,True,L16H4,0.07655502392344497,False,False,MLP17,0.777511961722488,False,False,L23H6,0.9168660287081339,True,True
apps_python_17,151657,<tool_call>,40,I,L2H14,0.15263157894736842,False,False,MLP11,-0.14210526315789473,False,False,MLP16,0.2631578947368421,False,False,L24H6,0.5973684210526315,False,False,L21H12,0.6828947368421052,False,False,MLP27,0.9509868421052632,True,True,L16H4,0.27070063694267515,False,False,MLP17,0.6990445859872612,False,False,L23H6,0.8423566878980892,True,True
codecontests_cpp_17,151657,<tool_call>,40,I,L2H14,0.10504201680672269,False,False,MLP11,0.5042016806722689,False,False,MLP16,0.4327731092436975,False,False,L24H6,0.7163865546218487,False,False,L21H12,0.7016806722689075,False,False,MLP27,0.9398634453781513,True,True,L16H4,0.22857142857142856,False,False,MLP17,0.6428571428571429,False,False,L23H6,0.8142857142857143,True,True
codecontests_java_17,151657,<tool_call>,40,I,L2H14,0.10426540284360189,False,False,MLP11,0.4052132701421801,False,False,MLP16,0.523696682464455,False,False,L24H6,0.8376777251184834,False,False,L21H12,0.8199052132701422,False,False,MLP27,0.9774881516587678,True,True,L16H4,0.25,False,False,MLP17,0.6990740740740741,False,False,L23H6,0.9344135802469136,True,True
mbpp_python_17,151657,<tool_call>,40,I,L2H14,-0.06756756756756757,False,False,MLP11,0.15202702702702703,False,False,MLP16,0.825168918918919,False,False,L24H6,0.887668918918919,True,True,L21H12,0.5168918918918919,False,False,MLP27,0.9461570945945946,True,True,L16H4,0.2602739726027397,False,False,MLP17,0.7888127853881278,False,False,L23H6,0.9257990867579908,True,True
codecontests_cpp_18,151657,<tool_call>,40,I,L2H14,0.037383177570093455,False,False,MLP11,-0.06542056074766354,False,False,MLP16,0.3411214953271028,False,False,L24H6,0.7021028037383178,False,False,L21H12,0.7453271028037384,False,False,MLP27,0.9281542056074766,True,True,L16H4,0.35714285714285715,False,False,MLP17,0.6785714285714286,False,False,L23H6,0.8613095238095239,True,True
codecontests_java_18,151657,<tool_call>,40,I,L2H14,0.104,False,False,MLP11,0.08,False,False,MLP16,0.528,False,False,L24H6,0.821,False,False,L21H12,0.752,False,False,MLP27,0.918,True,True,L16H4,0.43846153846153846,False,False,MLP17,0.9100961538461538,True,True,L23H6,0.9697115384615385,True,True
humaneval_python_18,151657,<tool_call>,40,I,L2H14,0.1875,False,False,MLP11,0.4227941176470588,False,False,MLP16,0.7481617647058824,False,False,L24H6,0.8575367647058824,False,False,L21H12,0.3713235294117647,False,False,MLP27,0.8713235294117647,False,False,L16H4,0.30745341614906835,False,False,MLP17,0.7857142857142857,True,False,L23H6,0.9114906832298136,True,True
codecontests_java_19,151657,<tool_call>,40,I,L2H14,-0.16279069767441862,False,False,MLP11,0.5145348837209303,False,False,MLP16,0.6569767441860465,False,False,L24H6,0.9109738372093024,True,True,L21H12,0.9694767441860465,True,True,MLP27,0.9991994458575582,True,True,L16H4,0.18025751072961374,False,False,MLP17,0.34334763948497854,False,False,L23H6,0.49356223175965663,False,False
apps_python_20,151657,<tool_call>,40,I,L2H14,-0.013513513513513514,False,False,MLP11,0.40540540540540543,False,False,MLP16,0.870777027027027,True,True,L24H6,0.9303209459459459,True,True,L21H12,0.4560810810810811,False,False,MLP27,0.9624155405405406,True,True,L16H4,0.255,False,False,MLP17,0.335,False,False,L23H6,0.6475,False,False
codecontests_cpp_20,151657,<tool_call>,40,I,L2H14,-0.3374233128834356,False,False,MLP11,-0.7791411042944786,False,False,MLP16,-0.04294478527607362,False,False,L24H6,0.4754601226993865,False,False,L21H12,0.7607361963190185,False,False,MLP27,0.9229294478527608,True,True,L16H4,0.4385245901639344,False,False,MLP17,0.7418032786885246,True,False,L23H6,0.8755122950819673,True,True
codecontests_java_20,151657,<tool_call>,40,I,L2H14,0.1965065502183406,False,False,MLP11,0.6135371179039302,False,False,MLP16,0.7379912663755459,False,False,L24H6,0.9224890829694323,True,True,L21H12,0.7565502183406113,False,False,MLP27,0.9800764192139738,True,True,L16H4,0.15286624203821655,False,False,MLP17,0.5222929936305732,False,False,L23H6,0.6831210191082803,False,False
humaneval_python_21,151657,<tool_call>,40,I,L2H14,0.03125,False,False,MLP11,0.33482142857142855,False,False,MLP16,0.7689732142857143,False,False,L24H6,0.8270089285714286,False,False,L21H12,0.26785714285714285,False,False,MLP27,0.9207589285714286,True,True,L16H4,0.13304721030042918,False,False,MLP17,0.6824034334763949,False,False,L23H6,0.8079399141630901,False,False
apps_python_22,151657,<tool_call>,40,I,L2H14,0.07339449541284404,False,False,MLP11,0.13302752293577982,False,False,MLP16,0.5573394495412844,False,False,L24H6,0.7213302752293578,False,False,L21H12,0.4908256880733945,False,False,MLP27,0.9202981651376146,True,True,L16H4,0.21022727272727273,False,False,MLP17,0.625,False,False,L23H6,0.8153409090909091,True,True
codecontests_cpp_22,151657,<tool_call>,40,I,L2H14,-0.11518324607329843,False,False,MLP11,-0.27225130890052357,False,False,MLP16,0.225130890052356,False,False,L24H6,0.5392670157068062,False,False,L21H12,0.6308900523560209,False,False,MLP27,0.918520942408377,True,True,L16H4,0.1694915254237288,False,False,MLP17,0.6016949152542372,False,False,L23H6,0.7641242937853108,False,False
codecontests_java_22,151657,<tool_call>,40,I,L2H14,0.08333333333333333,False,False,MLP11,0.8780637254901961,False,False,MLP16,0.8259803921568627,False,False,L24H6,0.9571078431372549,True,True,L21H12,0.6372549019607843,False,False,MLP27,0.9809283088235294,True,True,L16H4,0.24701195219123506,False,False,MLP17,0.7579681274900398,False,False,L23H6,0.8864541832669323,True,True
apps_python_23,151657,<tool_call>,40,I,L2H14,-0.1657142857142857,False,False,MLP11,0.22857142857142856,False,False,MLP16,0.69,False,False,L24H6,0.8185714285714286,True,True,L21H12,0.6057142857142858,False,False,MLP27,0.8664285714285714,True,True,L16H4,0.29120879120879123,False,False,MLP17,0.7362637362637363,False,False,L23H6,0.8502747252747253,True,True
codecontests_cpp_23,151657,<tool_call>,40,I,L2H14,0.04861111111111111,False,False,MLP11,0.4652777777777778,False,False,MLP16,0.7065972222222222,False,False,L24H6,0.8776041666666666,False,True,L21H12,0.6892361111111112,False,False,MLP27,0.9366319444444444,True,True,L16H4,0.27717391304347827,False,False,MLP17,0.7785326086956522,True,False,L23H6,0.9069293478260869,True,True
codecontests_java_23,151657,<tool_call>,40,I,L2H14,0.19047619047619047,False,False,MLP11,0.6796536796536796,False,False,MLP16,0.7976190476190477,False,False,L24H6,0.9402056277056277,True,True,L21H12,0.8771645021645021,False,False,MLP27,0.9884334415584416,True,True,L16H4,0.105,False,False,MLP17,0.59,False,False,L23H6,0.80875,False,False
codecontests_cpp_24,151657,<tool_call>,40,I,L2H14,0.0975609756097561,False,False,MLP11,0.5548780487804879,False,False,MLP16,0.5304878048780488,False,False,L24H6,0.7667682926829268,False,False,L21H12,0.635670731707317,False,False,MLP27,0.9359756097560976,True,True,L16H4,0.23423423423423423,False,False,MLP17,0.6306306306306306,False,False,L23H6,0.8536036036036037,True,True
codecontests_java_24,151657,<tool_call>,40,I,L2H14,0.09745762711864407,False,False,MLP11,0.1483050847457627,False,False,MLP16,0.1483050847457627,False,False,L24H6,0.7266949152542372,False,False,L21H12,0.6822033898305084,False,False,MLP27,0.9621292372881356,True,True,L16H4,0.2217573221757322,False,False,MLP17,0.6380753138075314,False,False,L23H6,0.8462343096234309,True,True
apps_python_25,151657,<tool_call>,40,I,L2H14,0.08482142857142858,False,False,MLP11,-0.4732142857142857,False,False,MLP16,0.33482142857142855,False,False,L24H6,0.65625,False,False,L21H12,0.6450892857142857,False,False,MLP27,0.9213169642857143,False,True,L16H4,0.12280701754385964,False,False,MLP17,0.4269005847953216,False,False,L23H6,0.6666666666666666,False,False
codecontests_java_25,151657,<tool_call>,40,I,L2H14,0.3192307692307692,False,False,MLP11,0.963701923076923,True,True,MLP16,0.963701923076923,True,True,L24H6,0.9856370192307692,True,True,L21H12,0.8793269230769231,True,True,MLP27,0.9985201322115385,True,True,L16H4,0.20522388059701493,False,False,MLP17,0.5298507462686567,False,False,L23H6,0.6921641791044776,False,False
codecontests_cpp_26,151657,<tool_call>,40,I,L2H14,0.3179916317991632,False,False,MLP11,-0.04602510460251046,False,False,MLP16,0.4435146443514644,False,False,L24H6,0.698744769874477,False,False,L21H12,0.5732217573221757,False,False,MLP27,0.9325313807531381,True,True,L16H4,0.04316546762589928,False,False,MLP17,0.7158273381294964,False,False,L23H6,0.8255395683453237,True,True
codecontests_java_26,151657,<tool_call>,40,I,L2H14,0.44537815126050423,False,False,MLP11,0.7941176470588235,False,False,MLP16,0.957983193277311,True,True,L24H6,0.9849002100840336,True,True,L21H12,0.9797794117647058,True,True,MLP27,0.9989495798319328,True,True,L16H4,0.08771929824561403,False,False,MLP17,0.31140350877192985,False,False,L23H6,0.4780701754385965,False,False
humaneval_python_26,151657,<tool_call>,40,I,L2H14,0.3230088495575221,False,False,MLP11,-0.06637168141592921,False,False,MLP16,0.5641592920353983,False,False,L24H6,0.7621681415929203,False,False,L21H12,0.5752212389380531,False,False,MLP27,0.9092920353982301,False,True,L16H4,0.10546875,False,False,MLP17,0.529296875,False,False,L23H6,0.751953125,True,False
codecontests_cpp_27,151657,<tool_call>,40,I,L2H14,-0.2545454545454545,False,False,MLP11,-0.9272727272727272,False,False,MLP16,0.11363636363636363,False,False,L24H6,0.5545454545454546,False,False,L21H12,0.7170454545454545,True,False,MLP27,0.8784090909090909,True,True,L16H4,0.22916666666666666,False,False,MLP17,0.5347222222222222,False,False,L23H6,0.7013888888888888,False,False
codecontests_java_27,151657,<tool_call>,40,I,L2H14,-0.06818181818181818,False,False,MLP11,-0.2636363636363636,False,False,MLP16,0.12272727272727273,False,False,L24H6,0.5727272727272728,False,False,L21H12,0.7522727272727273,False,False,MLP27,0.934375,True,True,L16H4,0.1510204081632653,False,False,MLP17,0.31020408163265306,False,False,L23H6,0.6632653061224489,False,False
codecontests_cpp_28,151657,<tool_call>,40,I,L2H14,0.14012738853503184,False,False,MLP11,0.8001592356687898,True,True,MLP16,0.6831210191082803,False,False,L24H6,0.8757961783439491,True,True,L21H12,0.839171974522293,True,True,MLP27,0.9516321656050956,True,True,L16H4,0.19823788546255505,False,False,MLP17,0.46255506607929514,False,False,L23H6,0.6784140969162996,False,False
codecontests_java_28,151657,<tool_call>,40,I,L2H14,-0.20261437908496732,False,False,MLP11,0.2777777777777778,False,False,MLP16,0.3431372549019608,False,False,L24H6,0.7434640522875817,False,False,L21H12,0.7745098039215687,False,False,MLP27,0.9581290849673203,True,True,L16H4,0.07272727272727272,False,False,MLP17,0.4090909090909091,False,False,L23H6,0.6568181818181819,False,False
apps_python_29,151657,<tool_call>,40,I,L2H14,-0.02072538860103627,False,False,MLP11,-0.18652849740932642,False,False,MLP16,0.3704663212435233,False,False,L24H6,0.5518134715025906,False,False,L21H12,0.35751295336787564,False,False,MLP27,0.9566062176165803,True,True,L16H4,0.1342281879194631,False,False,MLP17,0.6090604026845637,False,False,L23H6,0.7684563758389261,True,True
codecontests_cpp_29,151657,<tool_call>,40,I,L2H14,0.13671875,False,False,MLP11,0.23046875,False,False,MLP16,0.708984375,False,False,L24H6,0.84375,True,False,L21H12,0.693359375,False,False,MLP27,0.89404296875,True,True,L16H4,0.3284313725490196,False,False,MLP17,0.8308823529411765,True,True,L23H6,0.9160539215686274,True,True
codecontests_java_29,151657,<tool_call>,40,I,L2H14,0.0,False,False,MLP11,0.4277456647398844,False,False,MLP16,0.4277456647398844,False,False,L24H6,0.7716763005780347,False,False,L21H12,0.8135838150289018,False,False,MLP27,0.944364161849711,True,True,L16H4,0.3342696629213483,False,False,MLP17,0.5224719101123596,False,False,L23H6,0.8019662921348315,True,True
