global_row_id,source_path,source_filename,dataset_name,language,sample_index,template_kind,original_first_user_line,original_prompt_sha1,original_prompt_char_length,dataset,split_local_id,original_source_id,original_source_path,original_source_split,original_source_row_index,rule_based_validation_passed,llm_audit_passed,repaired,replaced,mbpp_explicit_sanitized_subset,mbpp_sanitization_source,output_filename,assigned_candidate,assigned_candidate_type,assigned_candidate_slug,assigned_tool_call_prob,assigned_tool_call_rank,assigned_top1_token_id,assigned_top1_token_str,assigned_top1_prob,assigned_top2_token_id,assigned_top2_token_str,assigned_top2_prob,assigned_top1_top2_prob_gap,assigned_rendered_first_user_line,assigned_prompt_sha1,corrupt_candidate,corrupt_candidate_type,clean_candidate,clean_candidate_type,clean_candidate_slug,clean_rendered_first_user_line,precomputed_tool_call_prob,precomputed_is_tool_call_top1,corrupt_prompt_token_length,clean_prompt_token_length,token_length_aligned,clean_top1_token_id,clean_top1_token_str,clean_top1_prob,clean_top2_token_id,clean_top2_token_str,clean_top2_prob,clean_top1_top2_prob_gap,clean_tool_call_prob,clean_tool_call_rank,clean_is_tool_call_top1,clean_pass_p50,source_pool,selection_batch,extra_group,extra_row_id,assigned_candidate_word_count,assigned_prompt_token_length,clean_candidate_word_count
10,/root/autodl-tmp/datasets/apps_python_108.txt,apps_python_108.txt,apps,python,108,solve.py,Write the function body in solve.py based on the function definition and docstring below:,74e4132207e9afd574937c8e4bc8d62bd67f343f,1079,apps,108,154,/root/autodl-tmp/data/APPS/train,train,154,True,True,True,False,,,apps_python_108.txt,independently develop,phrase,independently_develop,0.023921428248286247,3,40,I,0.8976448774337769,1249,To,0.06502518057823181,0.832619696855545,Independently develop the function body in solve.py based on the function definition and docstring below:,52b7e0e1fc1a72de090042de93968210b4cdd01c,independently develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.py based on the function definition and docstring below:,0.8844296932220459,True,257,257,True,151657,<tool_call>,0.8844296932220459,40,I,0.105630062520504,0.7787996307015419,0.8844296932220459,1,True,True,project_datasets_base,base,,,,,
11,/root/autodl-tmp/datasets/apps_python_109.txt,apps_python_109.txt,apps,python,109,solve.py,Write the function body in solve.py based on the function definition and docstring below:,37d199b2eff03f944994ffaf56bc4db1407f3f63,1086,apps,109,155,/root/autodl-tmp/data/APPS/train,train,155,True,True,True,False,,,apps_python_109.txt,independently develop,phrase,independently_develop,0.0044373078271746635,4,40,I,0.9581916928291321,1249,To,0.025534942746162415,0.9326567500829697,Independently develop the function body in solve.py based on the function definition and docstring below:,3fcbef17ce5cdc8756f88cd0c01b14097fef20da,independently develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.py based on the function definition and docstring below:,0.8725898861885071,True,270,270,True,151657,<tool_call>,0.8725898861885071,40,I,0.11809220165014267,0.7544976845383644,0.8725898861885071,1,True,True,project_datasets_base,base,,,,,
13,/root/autodl-tmp/datasets/apps_python_110.txt,apps_python_110.txt,apps,python,110,solve.py,Write the function body in solve.py based on the function definition and docstring below:,7f592b91553c5173e823200c3dd85d6cb8f5d80c,1011,apps,110,156,/root/autodl-tmp/data/APPS/train,train,156,True,True,True,False,,,apps_python_110.txt,independently develop,phrase,independently_develop,0.002973481547087431,4,40,I,0.8244640231132507,1249,To,0.16234658658504486,0.6621174365282059,Independently develop the function body in solve.py based on the function definition and docstring below:,6541c8dfaca478997004dd857a22475d7761157e,independently develop,phrase,directly build,phrase,directly_build,Directly build the function body in solve.py based on the function definition and docstring below:,0.6698167324066162,True,222,222,True,151657,<tool_call>,0.6698167324066162,40,I,0.3163990378379822,0.35341769456863403,0.6698167324066162,1,True,True,project_datasets_base,base,,,,,
14,/root/autodl-tmp/datasets/apps_python_111.txt,apps_python_111.txt,apps,python,111,solve.py,Write the function body in solve.py based on the function definition and docstring below:,f6f2f45548af79ab8a3a6dab599cd50cbaf44f94,1016,apps,111,157,/root/autodl-tmp/data/APPS/train,train,157,True,True,True,False,,,apps_python_111.txt,author,verb,author,0.0007345928461290896,6,40,I,0.9128404855728149,785,The,0.06612594425678253,0.8467145413160324,Author the function body in solve.py based on the function definition and docstring below:,0801adf3a65fdf383d161f669b50fb8e53fac053,author,verb,paste,verb,paste,Paste the function body in solve.py based on the function definition and docstring below:,0.9168223142623901,True,219,219,True,151657,<tool_call>,0.9168223142623901,40,I,0.05861049145460129,0.8582118228077888,0.9168223142623901,1,True,True,project_datasets_base,base,,,,,
15,/root/autodl-tmp/datasets/apps_python_112.txt,apps_python_112.txt,apps,python,112,solve.py,Write the function body in solve.py based on the function definition and docstring below:,159f493f5ea976c7fd8b0d5e4bdcb33e52199aff,1009,apps,112,158,/root/autodl-tmp/data/APPS/train,train,158,True,True,True,False,,,apps_python_112.txt,author,verb,author,0.0009950402891263366,5,40,I,0.749966025352478,1249,To,0.18962110579013824,0.5603449195623398,Author the function body in solve.py based on the function definition and docstring below:,8184c3b6b55d5191fd54d32f6613b6e5c91a2548,author,verb,insert,verb,insert,Insert the function body in solve.py based on the function definition and docstring below:,0.9623603820800781,True,225,225,True,151657,<tool_call>,0.9623603820800781,40,I,0.029060764238238335,0.9332996178418398,0.9623603820800781,1,True,True,project_datasets_base,base,,,,,
16,/root/autodl-tmp/datasets/apps_python_113.txt,apps_python_113.txt,apps,python,113,solve.py,Write the function body in solve.py based on the function definition and docstring below:,5ef8064197a9421704f6e4283e8c05a4e50ed085,1051,apps,113,159,/root/autodl-tmp/data/APPS/train,train,159,True,True,True,False,,,apps_python_113.txt,design,verb,design,4.393661583890207e-05,15,40,I,0.8540526032447815,1249,To,0.11558344215154648,0.738469161093235,Design the function body in solve.py based on the function definition and docstring below:,7579bfd32990c3cea69f09992569cc4354bdd1de,design,verb,save,verb,save,Save the function body in solve.py based on the function definition and docstring below:,0.9967893958091736,True,239,239,True,151657,<tool_call>,0.9967893958091736,40,I,0.0027997763827443123,0.9939896194264293,0.9967893958091736,1,True,True,project_datasets_base,base,,,,,
17,/root/autodl-tmp/datasets/apps_python_114.txt,apps_python_114.txt,apps,python,114,solve.py,Write the function body in solve.py based on the function definition and docstring below:,f475607da171bc28772af5b119151d2bd438536f,1030,apps,114,160,/root/autodl-tmp/data/APPS/train,train,160,True,True,True,False,,,apps_python_114.txt,author,verb,author,0.0012974628480151296,5,40,I,0.9779031872749329,1249,To,0.00958702526986599,0.9683161620050669,Author the function body in solve.py based on the function definition and docstring below:,4b082e5465247fed177fec2b75ee9eed1640be79,author,verb,paste,verb,paste,Paste the function body in solve.py based on the function definition and docstring below:,0.9563038349151611,True,226,226,True,151657,<tool_call>,0.9563038349151611,40,I,0.04201705753803253,0.9142867773771286,0.9563038349151611,1,True,True,project_datasets_base,base,,,,,
19,/root/autodl-tmp/datasets/apps_python_116.txt,apps_python_116.txt,apps,python,116,solve.py,Write the function body in solve.py based on the function definition and docstring below:,e1473abf212ccb92c515b0c891ffdfe3523114d4,976,apps,116,1609,/root/autodl-tmp/data/APPS/train,train,1609,True,True,True,False,,,apps_python_116.txt,independently develop,phrase,independently_develop,0.04598188400268555,2,40,I,0.9235708117485046,151657,<tool_call>,0.04598188400268555,0.8775889277458191,Independently develop the function body in solve.py based on the function definition and docstring below:,09ad942d78fe51e942e900116adc520fbf86ec3d,independently develop,phrase,manually build,phrase,manually_build,Manually build the function body in solve.py based on the function definition and docstring below:,0.9174240827560425,True,209,209,True,151657,<tool_call>,0.9174240827560425,40,I,0.07530675083398819,0.8421173319220543,0.9174240827560425,1,True,True,project_datasets_base,base,,,,,
20,/root/autodl-tmp/datasets/apps_python_117.txt,apps_python_117.txt,apps,python,117,solve.py,Write the function body in solve.py based on the function definition and docstring below:,1f04b471440962ed84e1d307921ca4f18961acd7,1064,apps,117,161,/root/autodl-tmp/data/APPS/train,train,161,True,True,True,False,,,apps_python_117.txt,build out,phrase,build_out,0.0021227949764579535,7,40,I,0.8563966155052185,1249,To,0.1159006804227829,0.7404959350824356,Build out the function body in solve.py based on the function definition and docstring below:,f7cad904dae30dc8278781689d67caf8213f69c3,build out,phrase,write out,phrase,write_out,Write out the function body in solve.py based on the function definition and docstring below:,0.9484835863113403,True,230,230,True,151657,<tool_call>,0.9484835863113403,40,I,0.04722221568226814,0.9012613706290722,0.9484835863113403,1,True,True,project_datasets_base,base,,,,,
21,/root/autodl-tmp/datasets/apps_python_118.txt,apps_python_118.txt,apps,python,118,solve.py,Write the function body in solve.py based on the function definition and docstring below:,75a00ef0d6c5652d2515ded3c46ce92ebc493ea6,992,apps,118,1610,/root/autodl-tmp/data/APPS/train,train,1610,True,True,True,False,,,apps_python_118.txt,supply,verb,supply,3.7611218886013376e-06,20,40,I,0.8906593918800354,1249,To,0.08284422755241394,0.8078151643276215,Supply the function body in solve.py based on the function definition and docstring below:,a0b89b604891cd3e996f9a1b898ff148d770a794,supply,verb,save,verb,save,Save the function body in solve.py based on the function definition and docstring below:,0.9960558414459229,True,228,228,True,151657,<tool_call>,0.9960558414459229,40,I,0.003592338180169463,0.9924635032657534,0.9960558414459229,1,True,True,project_datasets_base,base,,,,,
22,/root/autodl-tmp/datasets/apps_python_119.txt,apps_python_119.txt,apps,python,119,solve.py,Write the function body in solve.py based on the function definition and docstring below:,a44bad282d636312efe36532976348e6a3bb2365,1060,apps,119,1611,/root/autodl-tmp/data/APPS/train,train,1611,True,True,True,False,,,apps_python_119.txt,build out,phrase,build_out,0.008238831534981728,4,40,I,0.9522793889045715,1249,To,0.013583537191152573,0.938695851713419,Build out the function body in solve.py based on the function definition and docstring below:,95824ee76529f28e651a399e94abcffbeb28169d,build out,phrase,write out,phrase,write_out,Write out the function body in solve.py based on the function definition and docstring below:,0.9546071290969849,True,231,231,True,151657,<tool_call>,0.9546071290969849,40,I,0.04194251075387001,0.9126646183431149,0.9546071290969849,1,True,True,project_datasets_base,base,,,,,
24,/root/autodl-tmp/datasets/apps_python_120.txt,apps_python_120.txt,apps,python,120,solve.py,Write the function body in solve.py based on the function definition and docstring below:,9763620add7df46dec472bfdffb54dfc331d3e6e,1078,apps,120,1612,/root/autodl-tmp/data/APPS/train,train,1612,True,True,True,False,,,apps_python_120.txt,implement,verb,implement,0.00568016804754734,4,40,I,0.9552574157714844,1249,To,0.017496148124337196,0.9377612676471472,Implement the function body in solve.py based on the function definition and docstring below:,da63133e8057f99004291bd25fcb17c1ce2db30e,implement,verb,prepare,verb,prepare,Prepare the function body in solve.py based on the function definition and docstring below:,0.8847907781600952,True,240,240,True,151657,<tool_call>,0.8847907781600952,40,I,0.10567318648099899,0.7791175916790962,0.8847907781600952,1,True,True,project_datasets_base,base,,,,,
25,/root/autodl-tmp/datasets/apps_python_121.txt,apps_python_121.txt,apps,python,121,solve.py,Write the function body in solve.py based on the function definition and docstring below:,9859a2c18183ea457d8570f904849ec9cbf2aa77,1103,apps,121,1613,/root/autodl-tmp/data/APPS/train,train,1613,True,True,True,False,,,apps_python_121.txt,manually develop,phrase,manually_develop,0.009176768362522125,5,40,I,0.9360558986663818,1249,To,0.02201392501592636,0.9140419736504555,Manually develop the function body in solve.py based on the function definition and docstring below:,5298504c7f428330e4ec3517fe6a74318b81fed3,manually develop,phrase,directly build,phrase,directly_build,Directly build the function body in solve.py based on the function definition and docstring below:,0.9445011019706726,True,242,242,True,151657,<tool_call>,0.9445011019706726,40,I,0.053285107016563416,0.8912159949541092,0.9445011019706726,1,True,True,project_datasets_base,base,,,,,
26,/root/autodl-tmp/datasets/apps_python_122.txt,apps_python_122.txt,apps,python,122,solve.py,Write the function body in solve.py based on the function definition and docstring below:,04c4d9eba34155594afd490df02857b4c212e00c,1055,apps,122,1615,/root/autodl-tmp/data/APPS/train,train,1615,True,True,True,False,,,apps_python_122.txt,build out,phrase,build_out,0.00702605489641428,5,40,I,0.9202315807342529,1249,To,0.0404321551322937,0.8797994256019592,Build out the function body in solve.py based on the function definition and docstring below:,04e4dd69c5dde09cede685df41eb5c16b3693a11,build out,phrase,write out,phrase,write_out,Write out the function body in solve.py based on the function definition and docstring below:,0.9644532799720764,True,244,244,True,151657,<tool_call>,0.9644532799720764,40,I,0.03300178050994873,0.9314514994621277,0.9644532799720764,1,True,True,project_datasets_base,base,,,,,
27,/root/autodl-tmp/datasets/apps_python_123.txt,apps_python_123.txt,apps,python,123,solve.py,Write the function body in solve.py based on the function definition and docstring below:,b1611171f56aa96680809d7c431d28f3c42b04cc,986,apps,123,1616,/root/autodl-tmp/data/APPS/train,train,1616,True,True,True,False,,,apps_python_123.txt,carefully implement,phrase,carefully_implement,0.032304875552654266,2,40,I,0.9440868496894836,151657,<tool_call>,0.032304875552654266,0.9117819741368294,Carefully implement the function body in solve.py based on the function definition and docstring below:,c85af6c5291d7254a262970302638b94d3632c4f,carefully implement,phrase,manually build,phrase,manually_build,Manually build the function body in solve.py based on the function definition and docstring below:,0.9699026942253113,True,223,223,True,151657,<tool_call>,0.9699026942253113,40,I,0.02584703266620636,0.9440556615591049,0.9699026942253113,1,True,True,project_datasets_base,base,,,,,
28,/root/autodl-tmp/datasets/apps_python_124.txt,apps_python_124.txt,apps,python,124,solve.py,Write the function body in solve.py based on the function definition and docstring below:,58c6857d8ac0d892a86b16f3a3ef5759a8196d86,998,apps,124,1617,/root/autodl-tmp/data/APPS/train,train,1617,True,True,True,False,,,apps_python_124.txt,implement,verb,implement,0.013143210671842098,5,40,I,0.9214101433753967,785,The,0.02166948840022087,0.8997406549751759,Implement the function body in solve.py based on the function definition and docstring below:,616073d050f8aa003116a53dadb6c0818f80871f,implement,verb,create,verb,create,Create the function body in solve.py based on the function definition and docstring below:,0.933976411819458,True,214,214,True,151657,<tool_call>,0.933976411819458,40,I,0.052691344171762466,0.8812850676476955,0.933976411819458,1,True,True,project_datasets_base,base,,,,,
29,/root/autodl-tmp/datasets/apps_python_125.txt,apps_python_125.txt,apps,python,125,solve.py,Write the function body in solve.py based on the function definition and docstring below:,e466060d4162c919ae4e790aa4cddd9f07020f98,1003,apps,125,1618,/root/autodl-tmp/data/APPS/train,train,1618,True,True,True,False,,,apps_python_125.txt,carefully implement,phrase,carefully_implement,0.002958698896691203,6,40,I,0.9295955300331116,1249,To,0.0462818369269371,0.8833136931061745,Carefully implement the function body in solve.py based on the function definition and docstring below:,9bf06591e4b4243162ed043e2cb3f656a69832b6,carefully implement,phrase,directly build,phrase,directly_build,Directly build the function body in solve.py based on the function definition and docstring below:,0.9606291055679321,True,218,218,True,151657,<tool_call>,0.9606291055679321,40,I,0.037247635424137115,0.923381470143795,0.9606291055679321,1,True,True,project_datasets_base,base,,,,,
30,/root/autodl-tmp/datasets/apps_python_126.txt,apps_python_126.txt,apps,python,126,solve.py,Write the function body in solve.py based on the function definition and docstring below:,4532320d5053fe00819f328807e6557dcfad6186,1028,apps,126,1619,/root/autodl-tmp/data/APPS/train,train,1619,True,True,True,False,,,apps_python_126.txt,build out,phrase,build_out,0.00022337552218232304,8,40,I,0.9688395261764526,1249,To,0.013819754123687744,0.9550197720527649,Build out the function body in solve.py based on the function definition and docstring below:,fb73e9844efd3928d3f95be2583aafdeef0fc3ca,build out,phrase,write out,phrase,write_out,Write out the function body in solve.py based on the function definition and docstring below:,0.9845828413963318,True,229,229,True,151657,<tool_call>,0.9845828413963318,40,I,0.014044319279491901,0.9705385221168399,0.9845828413963318,1,True,True,project_datasets_base,base,,,,,
31,/root/autodl-tmp/datasets/apps_python_127.txt,apps_python_127.txt,apps,python,127,solve.py,Write the function body in solve.py based on the function definition and docstring below:,80fed1ac217bdcf5dabcc0acbc450bf2c36c05da,995,apps,127,162,/root/autodl-tmp/data/APPS/train,train,162,True,True,True,False,,,apps_python_127.txt,manually develop,phrase,manually_develop,0.02097376622259617,3,40,I,0.8918272256851196,1249,To,0.06460374593734741,0.8272234797477722,Manually develop the function body in solve.py based on the function definition and docstring below:,8d07eae59484acb6e496f5b5f1314d4976dc8a45,manually develop,phrase,directly build,phrase,directly_build,Directly build the function body in solve.py based on the function definition and docstring below:,0.9350833892822266,True,218,218,True,151657,<tool_call>,0.9350833892822266,40,I,0.0597778782248497,0.8753055110573769,0.9350833892822266,1,True,True,project_datasets_base,base,,,,,
32,/root/autodl-tmp/datasets/apps_python_128.txt,apps_python_128.txt,apps,python,128,solve.py,Write the function body in solve.py based on the function definition and docstring below:,48693e3fd056d66426384f31b4c27d27ed61cd56,1009,apps,128,1620,/root/autodl-tmp/data/APPS/train,train,1620,True,True,True,False,,,apps_python_128.txt,carefully implement,phrase,carefully_implement,0.010207749903202057,4,40,I,0.9188723564147949,785,The,0.04037243500351906,0.8784999214112759,Carefully implement the function body in solve.py based on the function definition and docstring below:,e0c98305cbff09f0b38742376bc9b825d8ec89b1,carefully implement,phrase,manually build,phrase,manually_build,Manually build the function body in solve.py based on the function definition and docstring below:,0.9255247116088867,True,229,229,True,151657,<tool_call>,0.9255247116088867,40,I,0.06704477965831757,0.8584799319505692,0.9255247116088867,1,True,True,project_datasets_base,base,,,,,
33,/root/autodl-tmp/datasets/apps_python_129.txt,apps_python_129.txt,apps,python,129,solve.py,Write the function body in solve.py based on the function definition and docstring below:,cd8253aba03c2b77f87db85368eb49de85539ae5,1019,apps,129,1621,/root/autodl-tmp/data/APPS/train,train,1621,True,True,True,False,,,apps_python_129.txt,carefully implement,phrase,carefully_implement,0.009436124935746193,4,40,I,0.9625109434127808,1249,To,0.012116224505007267,0.9503947189077735,Carefully implement the function body in solve.py based on the function definition and docstring below:,d044abff704da15abfc68619505bab4b475eb1a3,carefully implement,phrase,directly build,phrase,directly_build,Directly build the function body in solve.py based on the function definition and docstring below:,0.8895456790924072,True,221,221,True,151657,<tool_call>,0.8895456790924072,40,I,0.10624107718467712,0.7833046019077301,0.8895456790924072,1,True,True,project_datasets_base,base,,,,,
34,/root/autodl-tmp/datasets/apps_python_13.txt,apps_python_13.txt,apps,python,13,solve.py,Write the function body in solve.py based on the function definition and docstring below:,d82bd561c5e84cd72b1d269b33e70444f194bd50,1001,apps,13,2413,/root/autodl-tmp/data/APPS/train,train,2413,True,True,True,False,,,apps_python_13.txt,properly develop,phrase,properly_develop,0.021128833293914795,3,40,I,0.8984208703041077,1249,To,0.065081387758255,0.8333394825458527,Properly develop the function body in solve.py based on the function definition and docstring below:,00bbf3f4ee538cc7c51f465832ea37138bd27cd7,properly develop,phrase,properly add,phrase,properly_add,Properly add the function body in solve.py based on the function definition and docstring below:,0.9646667242050171,True,226,226,True,151657,<tool_call>,0.9646667242050171,40,I,0.03300907835364342,0.9316576458513737,0.9646667242050171,1,True,True,project_datasets_base,base,,,,,
