sample_id,family,step_idx,step_label,nodes,rescue_ratio,decision_score,top1_success,boundary_flip
codecontests_java_3,query,1,user_query_read,L20H5,0.3614864864864865,-5.8961181640625,False,False
codecontests_java_3,query,2,query_to_l21h1,L20H5|L21H1,0.8361486486486487,-1.220703125,False,False
codecontests_java_3,query,3,query_to_l21h12,L20H5|L21H12,0.9758234797297297,1.4482421875,True,True
codecontests_java_3,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.991870777027027,2.5966796875,True,True
codecontests_java_3,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9957242398648649,3.21044921875,True,True
codecontests_java_3,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9988650760135135,4.364501953125,True,True
codecontests_java_3,suppress,1,no_tool_read,L16H4,0.22857142857142856,-5.0592041015625,False,False
codecontests_java_3,suppress,2,no_tool_writer,L16H4|MLP17,0.5071428571428571,-3.192138671875,False,False
codecontests_java_3,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7666666666666667,-1.234375,False,False
apps_python_4,query,1,user_query_read,L20H5,0.6616541353383458,-1.177734375,False,False
apps_python_4,query,2,query_to_l21h1,L20H5|L21H1,0.9285714285714286,0.9296875,True,True
apps_python_4,query,3,query_to_l21h12,L20H5|L21H12,0.9290413533834586,0.939453125,True,True
apps_python_4,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9666353383458647,1.697265625,True,True
apps_python_4,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9897203947368421,2.660400390625,True,True
apps_python_4,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9942140507518797,3.1634521484375,True,True
apps_python_4,suppress,1,no_tool_read,L16H4,0.15384615384615385,-4.1215362548828125,False,False
apps_python_4,suppress,2,no_tool_writer,L16H4|MLP17,0.32051282051282054,-3.2960205078125,False,False
apps_python_4,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.5064102564102564,-2.3388671875,False,False
codecontests_cpp_4,query,1,user_query_read,L20H5,0.12773722627737227,-3.7314910888671875,False,False
codecontests_cpp_4,query,2,query_to_l21h1,L20H5|L21H1,0.4306569343065693,-2.4130859375,False,False
codecontests_cpp_4,query,3,query_to_l21h12,L20H5|L21H12,0.6916058394160584,-1.208984375,False,False
codecontests_cpp_4,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.8257299270072993,-0.478515625,False,False
codecontests_cpp_4,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9238138686131386,0.208984375,False,True
codecontests_cpp_4,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.958029197080292,0.59375,True,True
codecontests_cpp_4,suppress,1,no_tool_read,L16H4,0.1834862385321101,-1.37646484375,False,False
codecontests_cpp_4,suppress,2,no_tool_writer,L16H4|MLP17,0.7396788990825688,0.080078125,True,True
codecontests_cpp_4,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.8325688073394495,0.578125,True,True
codecontests_java_4,query,1,user_query_read,L20H5,0.2983425414364641,-7.93548583984375,False,False
codecontests_java_4,query,2,query_to_l21h1,L20H5|L21H1,0.7486187845303868,-2.77685546875,False,False
codecontests_java_4,query,3,query_to_l21h12,L20H5|L21H12,0.9330110497237569,-0.10546875,False,False
codecontests_java_4,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9834254143646409,1.5390625,True,True
codecontests_java_4,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9908926104972375,2.13134765625,True,True
codecontests_java_4,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9985108770718232,3.608154296875,True,True
codecontests_java_4,suppress,1,no_tool_read,L16H4,0.10497237569060773,-5.060333251953125,False,False
codecontests_java_4,suppress,2,no_tool_writer,L16H4|MLP17,0.4143646408839779,-3.281982421875,False,False
codecontests_java_4,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.6616022099447514,-1.755859375,False,False
mbpp_python_4,query,1,user_query_read,L20H5,0.3903225806451613,-2.927734375,False,False
mbpp_python_4,query,2,query_to_l21h1,L20H5|L21H1,0.8524193548387097,-0.373046875,False,False
mbpp_python_4,query,3,query_to_l21h12,L20H5|L21H12,0.8185483870967742,-0.603515625,False,False
mbpp_python_4,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.8782258064516129,-0.162109375,False,False
mbpp_python_4,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9744959677419355,0.90771484375,True,True
mbpp_python_4,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9844758064516129,1.1826171875,True,True
mbpp_python_4,suppress,1,no_tool_read,L16H4,0.06538461538461539,-1.8965911865234375,False,False
mbpp_python_4,suppress,2,no_tool_writer,L16H4|MLP17,0.25769230769230766,-1.484619140625,False,False
mbpp_python_4,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.6403846153846153,-0.447265625,True,False
apps_python_5,query,1,user_query_read,L20H5,0.17543859649122806,-4.4035491943359375,False,False
apps_python_5,query,2,query_to_l21h1,L20H5|L21H1,0.49415204678362573,-2.6864013671875,False,False
apps_python_5,query,3,query_to_l21h12,L20H5|L21H12,0.5116959064327485,-2.5887451171875,False,False
apps_python_5,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.7383040935672515,-1.31884765625,False,False
apps_python_5,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.8245614035087719,-0.7802734375,False,False
apps_python_5,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9426169590643275,0.158203125,False,True
apps_python_5,suppress,1,no_tool_read,L16H4,0.18857142857142858,-1.095703125,False,False
apps_python_5,suppress,2,no_tool_writer,L16H4|MLP17,0.77,0.205078125,True,True
apps_python_5,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.915,1.1962890625,True,True
codecontests_cpp_5,query,1,user_query_read,L20H5,0.3108108108108108,-3.1700439453125,False,False
codecontests_cpp_5,query,2,query_to_l21h1,L20H5|L21H1,0.8521959459459459,-0.11328125,False,False
codecontests_cpp_5,query,3,query_to_l21h12,L20H5|L21H12,0.7567567567567568,-0.806640625,False,False
codecontests_cpp_5,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9421452702702703,0.919921875,True,True
codecontests_cpp_5,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9751900337837838,1.60400390625,True,True
codecontests_cpp_5,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9830025337837838,1.88232421875,True,True
codecontests_cpp_5,suppress,1,no_tool_read,L16H4,0.20600858369098712,-2.880615234375,False,False
codecontests_cpp_5,suppress,2,no_tool_writer,L16H4|MLP17,0.5171673819742489,-1.65185546875,False,False
codecontests_cpp_5,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.6974248927038627,-0.806640625,False,False
codecontests_java_5,query,1,user_query_read,L20H5,0.37890625,-4.9586181640625,False,False
codecontests_java_5,query,2,query_to_l21h1,L20H5|L21H1,0.732421875,-2.03076171875,False,False
codecontests_java_5,query,3,query_to_l21h12,L20H5|L21H12,0.88818359375,-0.443359375,False,False
codecontests_java_5,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.973876953125,1.158203125,True,True
codecontests_java_5,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.99139404296875,2.00927734375,True,True
codecontests_java_5,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9987411499023438,4.02117919921875,True,True
codecontests_java_5,suppress,1,no_tool_read,L16H4,0.3374485596707819,-2.465576171875,False,False
codecontests_java_5,suppress,2,no_tool_writer,L16H4|MLP17,0.565843621399177,-1.4736328125,False,False
codecontests_java_5,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7911522633744856,-0.140625,True,False
codecontests_cpp_6,query,1,user_query_read,L20H5,0.35106382978723405,-1.868408203125,False,False
codecontests_cpp_6,query,2,query_to_l21h1,L20H5|L21H1,0.7699468085106383,-0.2421875,False,False
codecontests_cpp_6,query,3,query_to_l21h12,L20H5|L21H12,0.8969414893617021,0.607421875,True,True
codecontests_cpp_6,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9732380319148937,1.66357421875,True,True
codecontests_cpp_6,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9872839095744681,2.087646484375,True,True
codecontests_cpp_6,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9957820811170213,2.56573486328125,True,True
codecontests_cpp_6,suppress,1,no_tool_read,L16H4,0.16055045871559634,-2.854339599609375,False,False
codecontests_cpp_6,suppress,2,no_tool_writer,L16H4|MLP17,0.6422018348623854,-1.02734375,False,False
codecontests_cpp_6,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7844036697247706,-0.318359375,False,False
codecontests_java_6,query,1,user_query_read,L20H5,0.2662337662337662,-7.0603179931640625,False,False
codecontests_java_6,query,2,query_to_l21h1,L20H5|L21H1,0.6347402597402597,-3.483642578125,False,False
codecontests_java_6,query,3,query_to_l21h12,L20H5|L21H12,0.8701298701298701,-0.970703125,False,False
codecontests_java_6,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9525162337662337,0.34765625,True,True
codecontests_java_6,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9781858766233766,1.0634765625,True,True
codecontests_java_6,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9987063717532467,2.800048828125,True,True
codecontests_java_6,suppress,1,no_tool_read,L16H4,0.6134259259259259,-0.9921875,False,False
codecontests_java_6,suppress,2,no_tool_writer,L16H4|MLP17,0.7384259259259259,-0.42578125,False,False
codecontests_java_6,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.9103009259259259,1.119140625,True,True
codecontests_java_7,query,1,user_query_read,L20H5,0.14705882352941177,-5.435516357421875,False,False
codecontests_java_7,query,2,query_to_l21h1,L20H5|L21H1,0.6421568627450981,-2.1767578125,False,False
codecontests_java_7,query,3,query_to_l21h12,L20H5|L21H12,0.8449754901960784,-0.5625,False,False
codecontests_java_7,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9607843137254902,1.0625,True,True
codecontests_java_7,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9833026960784313,1.7685546875,True,True
codecontests_java_7,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9984489889705882,3.1151123046875,True,True
codecontests_java_7,suppress,1,no_tool_read,L16H4,0.12598425196850394,-3.465850830078125,False,False
codecontests_java_7,suppress,2,no_tool_writer,L16H4|MLP17,0.5787401574803149,-1.5146484375,False,False
codecontests_java_7,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7893700787401575,-0.296875,False,False
apps_python_8,query,1,user_query_read,L20H5,0.3444976076555024,-2.108642578125,False,False
apps_python_8,query,2,query_to_l21h1,L20H5|L21H1,0.6794258373205742,-0.814453125,False,False
apps_python_8,query,3,query_to_l21h12,L20H5|L21H12,0.8110047846889952,-0.13671875,False,False
apps_python_8,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9174641148325359,0.67578125,True,True
apps_python_8,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9554425837320574,1.1435546875,True,True
apps_python_8,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9228468899521531,0.755859375,True,True
apps_python_8,suppress,1,no_tool_read,L16H4,0.30569948186528495,-2.0648193359375,False,False
apps_python_8,suppress,2,no_tool_writer,L16H4|MLP17,0.7085492227979274,-0.552734375,False,False
apps_python_8,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.8769430051813472,0.4921875,True,True
apps_python_9,query,1,user_query_read,L20H5,0.27488151658767773,-2.3714599609375,False,False
apps_python_9,query,2,query_to_l21h1,L20H5|L21H1,0.7476303317535545,-0.4921875,False,False
apps_python_9,query,3,query_to_l21h12,L20H5|L21H12,0.745260663507109,-0.5078125,False,False
apps_python_9,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9034360189573459,0.548828125,True,True
apps_python_9,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9466824644549763,1.02734375,True,True
apps_python_9,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9826718009478673,1.74755859375,True,True
apps_python_9,suppress,1,no_tool_read,L16H4,0.19689119170984457,-2.4117431640625,False,False
apps_python_9,suppress,2,no_tool_writer,L16H4|MLP17,0.5569948186528497,-1.1923828125,False,False
apps_python_9,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7642487046632125,-0.27734375,False,False
codecontests_cpp_9,query,1,user_query_read,L20H5,0.32432432432432434,-2.3170166015625,False,False
codecontests_cpp_9,query,2,query_to_l21h1,L20H5|L21H1,0.8468468468468469,0.0703125,True,True
codecontests_cpp_9,query,3,query_to_l21h12,L20H5|L21H12,0.9313063063063063,0.85546875,True,True
codecontests_cpp_9,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.991237331081081,2.1883544921875,True,True
codecontests_cpp_9,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9913780968468469,2.1888427734375,True,True
codecontests_cpp_9,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9947212837837838,2.403564453125,True,True
codecontests_cpp_9,suppress,1,no_tool_read,L16H4,0.22169811320754718,-2.566650390625,False,False
codecontests_cpp_9,suppress,2,no_tool_writer,L16H4|MLP17,0.43160377358490565,-1.818359375,False,False
codecontests_cpp_9,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.6886792452830188,-0.755859375,False,False
codecontests_java_9,query,1,user_query_read,L20H5,0.3197278911564626,-6.242767333984375,False,False
codecontests_java_9,query,2,query_to_l21h1,L20H5|L21H1,0.6173469387755102,-3.461669921875,False,False
codecontests_java_9,query,3,query_to_l21h12,L20H5|L21H12,0.8971088435374149,-0.48828125,False,False
codecontests_java_9,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9570578231292517,0.61328125,True,True
codecontests_java_9,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.969812925170068,0.98828125,True,True
codecontests_java_9,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9904868197278912,2.00634765625,True,True
codecontests_java_9,suppress,1,no_tool_read,L16H4,0.3345070422535211,-2.9091796875,False,False
codecontests_java_9,suppress,2,no_tool_writer,L16H4|MLP17,0.7447183098591549,-0.69140625,False,False
codecontests_java_9,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.9018485915492958,0.822265625,True,True
apps_python_10,query,1,user_query_read,L20H5,0.35658914728682173,-1.248779296875,False,False
apps_python_10,query,2,query_to_l21h1,L20H5|L21H1,0.8304263565891473,0.251953125,True,True
apps_python_10,query,3,query_to_l21h12,L20H5|L21H12,0.8081395348837209,0.14453125,True,True
apps_python_10,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9467054263565892,1.119140625,True,True
apps_python_10,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9750484496124031,1.53564453125,True,True
apps_python_10,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9964874031007752,2.274169921875,True,True
apps_python_10,suppress,1,no_tool_read,L16H4,0.19662921348314608,-2.22625732421875,False,False
apps_python_10,suppress,2,no_tool_writer,L16H4|MLP17,0.300561797752809,-1.92529296875,False,False
apps_python_10,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.47191011235955055,-1.4052734375,False,False
codecontests_cpp_11,query,1,user_query_read,L20H5,0.47398843930635837,-1.3232421875,False,False
codecontests_cpp_11,query,2,query_to_l21h1,L20H5|L21H1,0.8374277456647399,0.208984375,True,True
codecontests_cpp_11,query,3,query_to_l21h12,L20H5|L21H12,0.8403179190751445,0.228515625,True,True
codecontests_cpp_11,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9644147398843931,1.50537109375,True,True
codecontests_cpp_11,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9745303468208093,1.72802734375,True,True
codecontests_cpp_11,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9830202312138728,1.9541015625,True,True
codecontests_cpp_11,suppress,1,no_tool_read,L16H4,0.07407407407407407,-3.1241531372070312,False,False
codecontests_cpp_11,suppress,2,no_tool_writer,L16H4|MLP17,0.38425925925925924,-2.03857421875,False,False
codecontests_cpp_11,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.5625,-1.3583984375,False,False
codecontests_java_11,query,1,user_query_read,L20H5,0.46634615384615385,-3.4556884765625,False,False
codecontests_java_11,query,2,query_to_l21h1,L20H5|L21H1,0.6971153846153846,-1.8701171875,False,False
codecontests_java_11,query,3,query_to_l21h12,L20H5|L21H12,0.9182692307692307,0.0234375,False,True
codecontests_java_11,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9516225961538461,0.537109375,True,True
codecontests_java_11,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9731069711538461,0.9658203125,True,True
codecontests_java_11,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9833984375,1.19677734375,True,True
codecontests_java_11,suppress,1,no_tool_read,L16H4,0.14473684210526316,-2.01873779296875,False,False
codecontests_java_11,suppress,2,no_tool_writer,L16H4|MLP17,0.3848684210526316,-1.34716796875,False,False
codecontests_java_11,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7631578947368421,0.17578125,True,True
humaneval_python_11,query,1,user_query_read,L20H5,0.0967741935483871,-4.374953746795654,False,False
humaneval_python_11,query,2,query_to_l21h1,L20H5|L21H1,0.5838709677419355,-1.94482421875,False,False
humaneval_python_11,query,3,query_to_l21h12,L20H5|L21H12,0.5064516129032258,-2.344970703125,False,False
humaneval_python_11,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.7693548387096775,-0.880859375,False,False
humaneval_python_11,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.8951612903225806,0.07421875,False,True
humaneval_python_11,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9040322580645161,0.43359375,False,True
humaneval_python_11,suppress,1,no_tool_read,L16H4,0.029940119760479042,-2.5306625366210938,False,False
humaneval_python_11,suppress,2,no_tool_writer,L16H4|MLP17,0.6766467065868264,-0.478515625,True,False
humaneval_python_11,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.8353293413173652,0.53515625,True,True
mbpp_python_11,query,1,user_query_read,L20H5,0.22727272727272727,-2.3826904296875,False,False
mbpp_python_11,query,2,query_to_l21h1,L20H5|L21H1,0.6237373737373737,-1.0537109375,False,False
mbpp_python_11,query,3,query_to_l21h12,L20H5|L21H12,0.41414141414141414,-1.778564453125,False,False
mbpp_python_11,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.7045454545454546,-0.744140625,False,False
mbpp_python_11,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.7967171717171717,-0.34375,False,False
mbpp_python_11,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.944760101010101,0.5712890625,True,True
mbpp_python_11,suppress,1,no_tool_read,L16H4,0.1712962962962963,-1.38690185546875,False,False
mbpp_python_11,suppress,2,no_tool_writer,L16H4|MLP17,0.7048611111111112,-0.16015625,True,False
mbpp_python_11,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.8506944444444444,0.443359375,True,True
codecontests_cpp_12,query,1,user_query_read,L20H5,0.3380281690140845,-1.433349609375,False,False
codecontests_cpp_12,query,2,query_to_l21h1,L20H5|L21H1,0.6109154929577465,-0.6826171875,False,False
codecontests_cpp_12,query,3,query_to_l21h12,L20H5|L21H12,0.8904049295774648,0.5068359375,True,True
codecontests_cpp_12,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.961487676056338,1.16455078125,True,True
codecontests_cpp_12,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.975462147887324,1.383056640625,True,True
codecontests_cpp_12,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9926826584507042,1.8040771484375,True,True
codecontests_cpp_12,suppress,1,no_tool_read,L16H4,0.17307692307692307,-2.008575439453125,False,False
codecontests_cpp_12,suppress,2,no_tool_writer,L16H4|MLP17,0.3685897435897436,-1.497802734375,False,False
codecontests_cpp_12,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.5801282051282052,-0.876953125,False,False
codecontests_java_12,query,1,user_query_read,L20H5,0.39864864864864863,-5.55255126953125,False,False
codecontests_java_12,query,2,query_to_l21h1,L20H5|L21H1,0.8471283783783784,-1.091796875,False,False
codecontests_java_12,query,3,query_to_l21h12,L20H5|L21H12,0.9763513513513513,1.46875,True,True
codecontests_java_12,query,4,query_to_both_l21,L20H5|L21H1|L21H12,0.9932960304054054,2.71923828125,True,True
codecontests_java_12,query,5,query_to_late_router,L20H5|L21H1|L21H12|L24H6,0.9956450591216216,3.100341796875,True,True
codecontests_java_12,query,6,query_to_late_writer,L20H5|L21H1|L21H12|L24H6|MLP27,0.9996238914695946,4.87152099609375,True,True
codecontests_java_12,suppress,1,no_tool_read,L16H4,0.2727272727272727,-4.4910888671875,False,False
codecontests_java_12,suppress,2,no_tool_writer,L16H4|MLP17,0.5202020202020202,-2.90478515625,False,False
codecontests_java_12,suppress,3,no_tool_late_relay,L16H4|MLP17|L23H6,0.7411616161616161,-1.283203125,False,False
