global_row_id,source_path,source_filename,dataset_name,language,sample_index,template_kind,original_first_user_line,original_prompt_sha1,original_prompt_char_length,dataset,split_local_id,original_source_id,original_source_path,original_source_split,original_source_row_index,rule_based_validation_passed,llm_audit_passed,repaired,replaced,mbpp_explicit_sanitized_subset,mbpp_sanitization_source,output_filename,assigned_candidate,assigned_candidate_type,assigned_candidate_slug,assigned_tool_call_prob,assigned_tool_call_rank,assigned_top1_token_id,assigned_top1_token_str,assigned_top1_prob,assigned_top2_token_id,assigned_top2_token_str,assigned_top2_prob,assigned_top1_top2_prob_gap,assigned_rendered_first_user_line,assigned_prompt_sha1,corrupt_candidate,corrupt_candidate_type,clean_candidate,clean_candidate_type,clean_candidate_slug,clean_rendered_first_user_line,precomputed_tool_call_prob,precomputed_is_tool_call_top1,corrupt_prompt_token_length,clean_prompt_token_length,token_length_aligned,clean_top1_token_id,clean_top1_token_str,clean_top1_prob,clean_top2_token_id,clean_top2_token_str,clean_top2_prob,clean_top1_top2_prob_gap,clean_tool_call_prob,clean_tool_call_rank,clean_is_tool_call_top1,clean_pass_p50
178,/root/autodl-tmp/datasets/codecontests_cpp_124.txt,codecontests_cpp_124.txt,codecontests,cpp,124,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,62cf9fbaa38bc69c5287730da04aeea1fba66a10,1048,codecontests,124,1514_A. Perfectly Imperfect Array,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4510,True,True,True,False,,,codecontests_cpp_124.txt,author,verb,author,0.00804592203348875,4,40,I,0.8207063674926758,785,The,0.11107052862644196,0.7096358388662338,Author the function body in solve.cpp based on the function definition and docstring below:,7a47387a6766879adb11eb42c3ddf17aff21fc5d,author,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.907024621963501,True,242,242,True,151657,<tool_call>,0.907024621963501,40,I,0.07445311546325684,0.8325715065002441,0.907024621963501,1,True,True
187,/root/autodl-tmp/datasets/codecontests_cpp_132.txt,codecontests_cpp_132.txt,codecontests,cpp,132,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f669af7e08887312a8573ac4a878532be4204a15,1098,codecontests,132,1194_A. Remove a Progression,/root/autodl-tmp/data/CodeContests/data/train-00013-of-00039-30b8c3829ee3b962.parquet,train,4703,True,True,True,False,,,codecontests_cpp_132.txt,implement,verb,implement,0.0021573102567344904,5,40,I,0.8703210353851318,1249,To,0.0809524655342102,0.7893685698509216,Implement the function body in solve.cpp based on the function definition and docstring below:,8707591e8c38b580e99176b2b0aad1a93a241c46,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9314342141151428,True,255,255,True,151657,<tool_call>,0.9314342141151428,40,I,0.059544600546360016,0.8718896135687828,0.9314342141151428,1,True,True
206,/root/autodl-tmp/datasets/codecontests_cpp_15.txt,codecontests_cpp_15.txt,codecontests,cpp,15,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,7d66bba38f0f978a3dfdf30ee49298ab89c67e33,1059,codecontests,15,248_A. Cupboards,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,451,True,True,True,False,,,codecontests_cpp_15.txt,develop,verb,develop,0.01613137125968933,4,40,I,0.8807430863380432,1249,To,0.06380081176757812,0.8169422745704651,Develop the function body in solve.cpp based on the function definition and docstring below:,a8f97ab4fba29c82bcc8e97ca9b25104b7a15875,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9361398220062256,True,244,244,True,151657,<tool_call>,0.9361398220062256,40,I,0.052813395857810974,0.8833264261484146,0.9361398220062256,1,True,True
233,/root/autodl-tmp/datasets/codecontests_cpp_174.txt,codecontests_cpp_174.txt,codecontests,cpp,174,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,adcdfb4f78aa3f0343a550b47ea04d5cadbf866b,1072,codecontests,174,994_A. Fingerprints,/root/autodl-tmp/data/CodeContests/data/train-00017-of-00039-ae5533a2f822e6ef.parquet,train,6108,True,True,True,False,,,codecontests_cpp_174.txt,develop,verb,develop,0.026654332876205444,4,40,I,0.7789538502693176,785,The,0.11945643275976181,0.6594974175095558,Develop the function body in solve.cpp based on the function definition and docstring below:,0157e553fea69f83cfc0f9e6eda27ed6d9fff9a3,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9650329947471619,True,241,241,True,151657,<tool_call>,0.9650329947471619,40,I,0.02571725659072399,0.9393157381564379,0.9650329947471619,1,True,True
275,/root/autodl-tmp/datasets/codecontests_cpp_211.txt,codecontests_cpp_211.txt,codecontests,cpp,211,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,99fb7056ab5fab0be9df28819213114bc82b1063,1082,codecontests,211,1388_A. Captain Flint and Crew Recruitment,/root/autodl-tmp/data/CodeContests/data/train-00021-of-00039-b257bf03d6876780.parquet,train,7418,True,True,True,False,,,codecontests_cpp_211.txt,implement,verb,implement,0.00023284554481506348,7,40,I,0.8912456631660461,785,The,0.0645616203546524,0.8266840428113937,Implement the function body in solve.cpp based on the function definition and docstring below:,09b70b086f4970bbdfb7c86bf2b657954978067d,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9299520254135132,True,244,244,True,151657,<tool_call>,0.9299520254135132,40,I,0.05944984033703804,0.8705021850764751,0.9299520254135132,1,True,True
279,/root/autodl-tmp/datasets/codecontests_cpp_215.txt,codecontests_cpp_215.txt,codecontests,cpp,215,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,73655419293de14b739ea7233f2b8fe64b9ae7ec,1069,codecontests,215,1243_A. Maximum Square,/root/autodl-tmp/data/CodeContests/data/train-00022-of-00039-1cfd39fa43c1917c.parquet,train,7723,True,True,True,False,,,codecontests_cpp_215.txt,implement,verb,implement,0.010943465866148472,4,40,I,0.8693471550941467,1249,To,0.06297530233860016,0.8063718527555466,Implement the function body in solve.cpp based on the function definition and docstring below:,c6051ed7245040b4966f2be1ce0fa865d318ddb2,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8485433459281921,True,241,241,True,151657,<tool_call>,0.8485433459281921,40,I,0.13012832403182983,0.7184150218963623,0.8485433459281921,1,True,True
292,/root/autodl-tmp/datasets/codecontests_cpp_227.txt,codecontests_cpp_227.txt,codecontests,cpp,227,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,f6cae9492d89c5d0a39aa0146199d81b6316cf45,1055,codecontests,227,1178_A. Prime Minister,/root/autodl-tmp/data/CodeContests/data/train-00024-of-00039-f4e3da0e5661e6d1.parquet,train,8239,True,True,True,False,,,codecontests_cpp_227.txt,implement,verb,implement,0.006811561994254589,4,40,I,0.7873095273971558,785,The,0.1756725013256073,0.6116370260715485,Implement the function body in solve.cpp based on the function definition and docstring below:,4effe1ebbf05a4cd7d0b84823d42a2b154ecd016,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8694815039634705,True,237,237,True,151657,<tool_call>,0.8694815039634705,40,I,0.10384475439786911,0.7656367495656013,0.8694815039634705,1,True,True
301,/root/autodl-tmp/datasets/codecontests_cpp_235.txt,codecontests_cpp_235.txt,codecontests,cpp,235,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,6a5461fb752da55f886288ebecde2032e692d0fd,1080,codecontests,235,1257_A. Two Rival Students,/root/autodl-tmp/data/CodeContests/data/train-00024-of-00039-f4e3da0e5661e6d1.parquet,train,8452,True,True,True,False,,,codecontests_cpp_235.txt,develop,verb,develop,0.038225967437028885,3,40,I,0.8700190186500549,785,The,0.043315693736076355,0.8267033249139786,Develop the function body in solve.cpp based on the function definition and docstring below:,0dee0f3e12382a6ad37f0437242f6a70f2e9da13,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9721492528915405,True,259,259,True,151657,<tool_call>,0.9721492528915405,40,I,0.022862760350108147,0.9492864925414324,0.9721492528915405,1,True,True
316,/root/autodl-tmp/datasets/codecontests_cpp_249.txt,codecontests_cpp_249.txt,codecontests,cpp,249,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,5be72ec77b59132a0b35fb524d67ec49fef4a3e7,1086,codecontests,249,1108_A. Two distinct points,/root/autodl-tmp/data/CodeContests/data/train-00026-of-00039-7d4898300894cbbe.parquet,train,8965,True,True,True,False,,,codecontests_cpp_249.txt,author,verb,author,0.004071452189236879,4,40,I,0.8791888952255249,785,The,0.10500413179397583,0.7741847634315491,Author the function body in solve.cpp based on the function definition and docstring below:,4a868702abb52c6077bc019ba336f35985572b8f,author,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.940777599811554,True,286,286,True,151657,<tool_call>,0.940777599811554,40,I,0.05307504162192345,0.8877025581896305,0.940777599811554,1,True,True
321,/root/autodl-tmp/datasets/codecontests_cpp_253.txt,codecontests_cpp_253.txt,codecontests,cpp,253,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,0863e79c7d0dfcd68fdad842ba504e060caa6b84,1094,codecontests,253,1266_B. Dice Tower,/root/autodl-tmp/data/CodeContests/data/train-00005-of-00039-b7580d2d846c2136.parquet,train,1896,True,True,True,True,,,codecontests_cpp_253.txt,implement,verb,implement,0.002831471851095557,4,40,I,0.8896220326423645,1249,To,0.05687163397669792,0.8327503986656666,Implement the function body in solve.cpp based on the function definition and docstring below:,300e7607ad5b86de41a10f849438318cc337ab07,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8773662447929382,True,247,247,True,151657,<tool_call>,0.8773662447929382,40,I,0.1047864481806755,0.7725797966122627,0.8773662447929382,1,True,True
325,/root/autodl-tmp/datasets/codecontests_cpp_257.txt,codecontests_cpp_257.txt,codecontests,cpp,257,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,56e7c94d7dafee9c7959c4e0f8c58e3e9447be98,1079,codecontests,257,1428_A. Box is Pull,/root/autodl-tmp/data/CodeContests/data/train-00026-of-00039-7d4898300894cbbe.parquet,train,9189,True,True,True,False,,,codecontests_cpp_257.txt,develop,verb,develop,0.030470818281173706,3,40,I,0.890487790107727,785,The,0.03912530466914177,0.8513624854385853,Develop the function body in solve.cpp based on the function definition and docstring below:,c15f95b1e720054ce1995c565565ad0072f6848a,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9780300855636597,True,257,257,True,151657,<tool_call>,0.9780300855636597,40,I,0.017913246527314186,0.9601168390363455,0.9780300855636597,1,True,True
330,/root/autodl-tmp/datasets/codecontests_cpp_261.txt,codecontests_cpp_261.txt,codecontests,cpp,261,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,b218f643729684a51c5556a8597f0a67789926a6,1056,codecontests,261,1056_A. Determine Line,/root/autodl-tmp/data/CodeContests/data/train-00027-of-00039-f8196766547533a2.parquet,train,9276,True,True,True,False,,,codecontests_cpp_261.txt,develop,verb,develop,0.011225913651287556,4,40,I,0.7869971990585327,1249,To,0.10650849342346191,0.6804887056350708,Develop the function body in solve.cpp based on the function definition and docstring below:,8b4d9fe09cc3c9250bfcd67a8822905d126b5fb3,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.949489951133728,True,249,249,True,151657,<tool_call>,0.949489951133728,40,I,0.03681572526693344,0.9126742258667946,0.949489951133728,1,True,True
332,/root/autodl-tmp/datasets/codecontests_cpp_263.txt,codecontests_cpp_263.txt,codecontests,cpp,263,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,69ec5408ce2a40601356febccd0592f44d34dcb1,1039,codecontests,263,32_A. Reconnaissance,/root/autodl-tmp/data/CodeContests/data/train-00027-of-00039-f8196766547533a2.parquet,train,9306,True,True,True,False,,,codecontests_cpp_263.txt,implement,verb,implement,0.012747294269502163,4,40,I,0.8936542868614197,1249,To,0.050416525453329086,0.8432377614080906,Implement the function body in solve.cpp based on the function definition and docstring below:,69101f4bd6c4c71a64bdf5e0a49d7b8f81d7abea,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8342366814613342,True,244,244,True,151657,<tool_call>,0.8342366814613342,40,I,0.14496859908103943,0.6892680823802948,0.8342366814613342,1,True,True
337,/root/autodl-tmp/datasets/codecontests_cpp_268.txt,codecontests_cpp_268.txt,codecontests,cpp,268,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,4ff34199044ee5393e741d66192af3f7448184ab,1054,codecontests,268,1009_A. Game Shopping,/root/autodl-tmp/data/CodeContests/data/train-00027-of-00039-f8196766547533a2.parquet,train,9483,True,True,True,False,,,codecontests_cpp_268.txt,develop,verb,develop,0.012509802356362343,4,40,I,0.877004861831665,1249,To,0.056065045297145844,0.8209398165345192,Develop the function body in solve.cpp based on the function definition and docstring below:,ab6e1cfede56a751a45f7ae90f4835d4ef789b04,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8905523419380188,True,242,242,True,151657,<tool_call>,0.8905523419380188,40,I,0.09386352449655533,0.7966888174414635,0.8905523419380188,1,True,True
347,/root/autodl-tmp/datasets/codecontests_cpp_277.txt,codecontests_cpp_277.txt,codecontests,cpp,277,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,a8826d70ac0fd4152c6c0a5ce80a41d8e04f3fb3,1119,codecontests,277,1526_A. Mean Inequality,/root/autodl-tmp/data/CodeContests/data/train-00028-of-00039-79a302af3c924863.parquet,train,9715,True,True,True,False,,,codecontests_cpp_277.txt,implement,verb,implement,0.006195932161062956,3,40,I,0.9195578694343567,785,The,0.06661254912614822,0.8529453203082085,Implement the function body in solve.cpp based on the function definition and docstring below:,fd5f1a7ffdeaf92594f0b721d6c17c45c7dff748,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9246653318405151,True,291,291,True,151657,<tool_call>,0.9246653318405151,40,I,0.06698253750801086,0.8576827943325043,0.9246653318405151,1,True,True
354,/root/autodl-tmp/datasets/codecontests_cpp_283.txt,codecontests_cpp_283.txt,codecontests,cpp,283,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,cc5a4fe6fe2f3551566ece7244ce4a77b35b8cd5,1060,codecontests,283,144_A. Arrival of the General,/root/autodl-tmp/data/CodeContests/data/train-00029-of-00039-2b6615897d038115.parquet,train,10024,True,True,True,False,,,codecontests_cpp_283.txt,author,verb,author,0.00768148573115468,4,40,I,0.7835328578948975,785,The,0.10603964328765869,0.6774932146072388,Author the function body in solve.cpp based on the function definition and docstring below:,d1f29fe8292b11d78b43906d0794d00c602717c9,author,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.8927785754203796,True,242,242,True,151657,<tool_call>,0.8927785754203796,40,I,0.08304134011268616,0.8097372353076935,0.8927785754203796,1,True,True
368,/root/autodl-tmp/datasets/codecontests_cpp_296.txt,codecontests_cpp_296.txt,codecontests,cpp,296,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,c52a16b0d8e81effdcd4e838b04c40377fd2015d,1010,codecontests,296,710_A. King Moves,/root/autodl-tmp/data/CodeContests/data/train-00030-of-00039-4135cc54050afc22.parquet,train,10468,True,True,True,False,,,codecontests_cpp_296.txt,author,verb,author,0.03216874599456787,3,40,I,0.732157289981842,785,The,0.20976655185222626,0.5223907381296158,Author the function body in solve.cpp based on the function definition and docstring below:,3b73bce41d5ca224722eab186650a6cbd6400b88,author,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9481526017189026,True,220,220,True,151657,<tool_call>,0.9481526017189026,40,I,0.0416589193046093,0.9064936824142933,0.9481526017189026,1,True,True
370,/root/autodl-tmp/datasets/codecontests_cpp_298.txt,codecontests_cpp_298.txt,codecontests,cpp,298,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,ebb956bb4198bf2a3a11e92c7933583754488a50,1048,codecontests,298,894_A. QAQ,/root/autodl-tmp/data/CodeContests/data/train-00030-of-00039-4135cc54050afc22.parquet,train,10476,True,True,True,False,,,codecontests_cpp_298.txt,develop,verb,develop,0.024394676089286804,4,40,I,0.6291470527648926,1249,To,0.26226750016212463,0.36687955260276794,Develop the function body in solve.cpp based on the function definition and docstring below:,0f06c8c4178771c69aa5d8f55845f4bcb4346665,develop,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.984798789024353,True,230,230,True,151657,<tool_call>,0.984798789024353,40,I,0.0109401261433959,0.9738586628809571,0.984798789024353,1,True,True
380,/root/autodl-tmp/datasets/codecontests_cpp_306.txt,codecontests_cpp_306.txt,codecontests,cpp,306,solve.cpp,Write the function body in solve.cpp based on the function definition and docstring below:,ab891ea8f8dedfbe3ed7b9d8cfc56b6b7e11830b,1072,codecontests,306,1499_A. Domino on Windowsill,/root/autodl-tmp/data/CodeContests/data/train-00031-of-00039-40309dd907c042b7.parquet,train,10754,True,True,True,False,,,codecontests_cpp_306.txt,implement,verb,implement,0.006835952401161194,4,40,I,0.8953331112861633,785,The,0.05723673105239868,0.8380963802337646,Implement the function body in solve.cpp based on the function definition and docstring below:,a9b6f582f086e5f4e9df8b668cd453bf32aec080,implement,verb,create,verb,create,Create the function body in solve.cpp based on the function definition and docstring below:,0.9106059074401855,True,245,245,True,151657,<tool_call>,0.9106059074401855,40,I,0.07474708557128906,0.8358588218688965,0.9106059074401855,1,True,True
